age,job,education,balance,duration,campaign,approval
39.0,1,0,2303,775.0,3,1
53.0,1,1,65,25.0,18,0
44.0,4,2,332,497.0,5,0
32.0,9,1,-399,180.0,1,0
50.0,9,1,-54,698.0,2,1
29.0,7,0,-102,134.0,1,0
55.0,10,2,4809,223.0,2,0
73.0,5,0,279,399.0,3,1
52.0,9,1,11,420.0,1,0
49.0,7,1,2201,233.0,3,0
63.0,5,0,8044,702.0,1,0
34.0,0,1,2374,161.0,1,1
32.0,0,1,92,110.0,1,0
49.0,3,2,443,27.0,6,0
40.0,1,0,1397,58.0,2,0
53.0,2,3,7,68.0,1,0
53.0,9,2,3177,92.0,2,0
43.0,1,0,232,45.0,1,0
35.0,4,1,81,79.0,1,0
35.0,7,1,414,11.0,5,0
25.0,8,2,1433,520.0,1,0
31.0,9,3,187,86.0,1,0
48.0,4,2,0,16.0,16,0
40.0,3,1,4610,154.0,2,0
46.0,1,0,1429,91.0,1,0
30.0,7,1,334,389.0,2,0
47.0,7,1,2,71.0,15,0
23.0,7,1,500,111.0,3,0
29.0,9,2,43,68.0,2,0
38.0,9,1,4030,75.0,2,0
56.0,3,0,306,212.0,1,0
52.0,0,1,0,91.0,2,0
55.0,5,1,168,79.0,2,0
43.0,2,2,210,646.0,2,0
34.0,1,1,518,206.0,1,0
43.0,4,2,1696,257.0,1,1
55.0,7,1,-31,81.0,2,0
34.0,1,1,856,470.0,1,0
34.0,4,2,318,133.0,2,0
43.0,6,2,64,230.0,2,0
39.0,1,0,800,76.0,6,0
39.0,9,3,75,26.0,1,0
34.0,9,1,347,154.0,2,0
55.0,4,2,2366,94.0,4,0
67.0,5,2,701,254.0,2,1
34.0,2,2,475,1156.0,1,0
47.0,1,1,3285,248.0,5,0
33.0,1,0,925,884.0,3,0
45.0,2,1,128,275.0,2,0
36.0,1,1,1587,200.0,2,0
59.0,9,1,879,228.0,1,0
33.0,7,1,478,475.0,2,1
52.0,9,1,280,393.0,5,0
53.0,1,0,1868,156.0,4,0
41.0,10,0,819,244.0,3,0
45.0,1,1,4646,118.0,1,0
60.0,6,1,27,40.0,2,0
32.0,1,1,736,700.0,3,0
28.0,4,2,224,97.0,3,0
31.0,9,1,2544,252.0,1,1
53.0,1,1,427,360.0,4,0
58.0,4,2,2764,235.0,1,0
38.0,1,1,376,1521.0,1,0
46.0,4,2,523,105.0,4,0
53.0,2,2,71,86.0,1,0
56.0,5,1,3948,484.0,1,0
52.0,7,1,1810,117.0,1,0
38.0,9,1,994,119.0,1,0
37.0,7,0,52,359.0,1,0
37.0,1,0,11,109.0,8,0
37.0,9,1,0,236.0,1,0
66.0,5,0,747,203.0,3,0
44.0,1,0,2657,202.0,2,0
61.0,5,1,313,42.0,1,0
34.0,0,1,61,21.0,1,0
33.0,0,1,2557,186.0,1,0
30.0,7,1,0,172.0,1,0
27.0,7,1,10,527.0,1,0
37.0,7,1,658,175.0,1,0
38.0,1,0,1679,21.0,18,0
35.0,4,2,0,370.0,4,0
50.0,9,1,841,54.0,2,0
39.0,4,1,0,63.0,3,0
35.0,4,1,1160,116.0,3,0
36.0,0,1,-37,151.0,1,0
28.0,7,1,94,300.0,1,0
39.0,6,2,585,48.0,1,0
39.0,6,1,235,217.0,1,0
30.0,1,1,2145,727.0,2,1
32.0,7,1,1464,193.0,1,0
28.0,9,1,232,72.0,1,0
47.0,9,0,187,165.0,1,0
53.0,4,2,12,345.0,10,0
57.0,1,0,318,206.0,2,0
47.0,7,1,405,994.0,2,1
56.0,4,2,334,127.0,2,0
38.0,0,0,0,29.0,32,0
52.0,1,0,2,70.0,3,0
46.0,9,1,966,40.0,2,0
57.0,1,0,195,185.0,4,0
42.0,1,3,0,64.0,2,0
57.0,10,1,0,97.0,1,0
51.0,3,1,260,316.0,5,0
53.0,6,2,451,125.0,1,0
37.0,1,0,3242,233.0,1,0
47.0,6,1,8515,14.0,7,0
48.0,4,2,1808,245.0,1,1
39.0,1,0,20,109.0,1,0
42.0,1,1,3068,429.0,2,0
36.0,4,2,23,133.0,11,0
34.0,9,1,1076,70.0,2,0
61.0,5,0,1060,118.0,1,0
32.0,0,1,678,1579.0,1,1
35.0,1,0,1147,29.0,1,0
54.0,1,1,-630,173.0,1,0
31.0,4,2,459,13.0,14,0
45.0,9,1,976,183.0,1,0
32.0,3,2,357,175.0,2,0
52.0,10,1,-9,123.0,1,0
36.0,0,1,1927,288.0,1,0
31.0,7,1,500,19.0,18,0
53.0,9,1,9146,136.0,4,0
43.0,2,1,59,437.0,2,0
47.0,3,0,0,1225.0,2,0
46.0,1,0,328,526.0,8,0
34.0,4,1,291,91.0,2,0
55.0,9,2,-703,123.0,3,0
23.0,0,1,589,62.0,1,0
75.0,1,1,6053,865.0,2,0
58.0,0,1,1142,82.0,3,0
35.0,0,1,725,219.0,7,0
27.0,4,2,802,569.0,1,1
24.0,9,1,556,460.0,2,1
48.0,0,1,191,238.0,3,0
31.0,9,1,373,346.0,5,0
57.0,9,1,6164,161.0,2,0
53.0,4,2,37,51.0,9,0
42.0,1,0,1156,37.0,1,0
50.0,2,1,806,141.0,8,0
59.0,0,1,2381,173.0,2,0
38.0,7,1,-314,66.0,2,0
39.0,1,1,285,209.0,1,0
28.0,1,0,1199,1011.0,20,0
55.0,4,2,481,147.0,2,0
33.0,9,2,137,88.0,4,0
36.0,1,1,168,52.0,1,0
38.0,0,1,156,544.0,3,0
28.0,0,1,4745,360.0,1,1
32.0,4,2,11797,95.0,2,0
35.0,0,1,786,322.0,1,0
58.0,9,0,4015,106.0,3,0
30.0,7,1,0,20.0,1,0
33.0,1,1,331,178.0,7,0
36.0,1,1,1554,325.0,4,0
32.0,7,1,132,343.0,2,0
34.0,4,2,5086,213.0,4,1
42.0,0,1,529,193.0,3,0
41.0,4,2,4824,168.0,7,0
63.0,5,1,474,423.0,1,1
38.0,0,2,86,218.0,1,0
54.0,1,0,2281,158.0,1,0
39.0,7,1,186,433.0,1,0
46.0,1,1,137,252.0,3,0
37.0,9,2,6968,175.0,1,0
76.0,5,0,86,192.0,1,0
28.0,4,3,81,158.0,1,0
33.0,7,0,6904,114.0,2,0
46.0,6,2,137,246.0,1,0
30.0,8,1,25,44.0,1,0
60.0,4,2,759,136.0,2,0
56.0,3,2,1922,247.0,2,0
24.0,8,3,3298,227.0,1,0
58.0,5,1,764,219.0,4,0
79.0,5,0,8556,326.0,2,1
32.0,1,1,3514,226.0,2,0
33.0,7,0,0,351.0,2,0
77.0,5,0,680,341.0,4,0
60.0,3,0,0,124.0,1,0
54.0,4,2,2819,123.0,3,0
30.0,1,0,-518,244.0,6,0
50.0,7,1,60,151.0,8,0
50.0,4,1,732,736.0,7,0
37.0,9,1,2707,109.0,1,0
41.0,9,2,177,117.0,2,0
49.0,0,1,13229,77.0,2,0
41.0,1,0,-204,42.0,1,0
40.0,9,1,990,252.0,3,0
38.0,1,1,648,179.0,1,0
34.0,9,1,50,106.0,3,0
49.0,2,1,1916,281.0,3,0
72.0,5,0,763,384.0,2,1
34.0,1,1,470,217.0,1,0
31.0,9,1,0,144.0,4,0
33.0,1,1,5739,374.0,1,0
31.0,4,2,0,298.0,1,0
55.0,4,2,-375,814.0,2,1
25.0,10,1,157,33.0,31,0
34.0,4,2,1518,128.0,2,0
53.0,4,2,1343,129.0,4,0
39.0,4,2,-401,274.0,4,0
41.0,4,0,5310,984.0,1,1
32.0,1,1,2285,413.0,2,0
29.0,0,1,22171,44.0,1,0
56.0,4,2,856,70.0,4,0
19.0,8,3,1169,463.0,18,0
39.0,4,2,3797,96.0,2,0
32.0,1,1,53,276.0,1,0
43.0,1,0,2519,257.0,2,0
32.0,2,0,795,131.0,3,0
53.0,0,1,0,586.0,2,0
52.0,1,1,2087,267.0,1,1
43.0,9,1,34,29.0,1,0
48.0,9,1,5,65.0,6,0
27.0,9,1,15,67.0,3,0
27.0,4,2,390,190.0,1,0
51.0,4,4,712,287.0,2,0
39.0,0,2,2600,77.0,1,0
33.0,1,1,-241,169.0,1,0
50.0,1,0,1545,25.0,1,0
59.0,5,1,1026,669.0,1,1
58.0,3,0,435,122.0,6,0
54.0,9,2,876,269.0,3,1
60.0,1,1,1801,167.0,1,0
38.0,4,2,2278,244.0,1,0
39.0,1,3,157,99.0,6,0
40.0,0,1,1327,76.0,2,0
55.0,1,0,284,252.0,4,0
36.0,4,2,495,213.0,3,1
31.0,0,1,1588,14.0,1,0
38.0,7,1,0,121.0,2,0
52.0,4,1,428,153.0,1,0
45.0,0,0,542,8.0,5,0
32.0,1,0,66,244.0,1,0
58.0,1,1,314,67.0,2,0
35.0,4,2,24,169.0,1,0
36.0,4,2,613,86.0,2,0
55.0,5,1,1467,277.0,2,0
45.0,1,1,192,154.0,5,0
49.0,4,1,321,135.0,3,0
44.0,1,1,788,392.0,1,0
37.0,1,1,48,133.0,2,0
35.0,1,1,262,96.0,2,0
36.0,1,1,4438,446.0,1,1
44.0,7,1,5045,20.0,6,0
32.0,1,2,3014,291.0,2,0
56.0,4,2,21664,214.0,8,0
32.0,4,2,5878,159.0,2,0
35.0,2,2,2723,275.0,4,0
44.0,4,1,576,128.0,3,0
59.0,2,0,0,207.0,2,0
31.0,1,2,2197,146.0,3,0
60.0,1,3,104,22.0,1,0
33.0,9,1,1279,239.0,2,0
45.0,0,1,295,92.0,1,0
45.0,1,0,2128,149.0,4,0
57.0,0,1,367,107.0,2,0
36.0,4,2,1477,71.0,2,0
30.0,1,0,71,122.0,6,0
30.0,0,1,127,16.0,6,0
59.0,10,1,2921,251.0,1,0
58.0,4,2,16264,215.0,3,0
49.0,5,0,1672,128.0,3,0
48.0,9,2,9207,445.0,3,0
28.0,9,2,356,76.0,2,0
59.0,4,0,133,206.0,1,0
40.0,4,2,1217,155.0,1,0
32.0,9,1,202,429.0,1,0
58.0,1,1,590,133.0,1,0
28.0,6,2,442,474.0,3,1
27.0,9,2,808,578.0,1,0
38.0,4,2,427,17.0,3,0
53.0,9,2,431,74.0,1,0
60.0,7,2,4256,239.0,3,1
33.0,4,2,0,275.0,8,0
52.0,7,1,238,101.0,1,0
64.0,5,2,846,671.0,1,1
40.0,1,1,3,998.0,1,1
52.0,0,1,693,271.0,1,0
28.0,8,1,0,133.0,3,0
49.0,4,1,362,84.0,2,0
28.0,9,1,618,281.0,1,0
29.0,9,2,2893,250.0,1,0
87.0,5,0,230,144.0,1,1
37.0,4,1,1287,432.0,1,0
36.0,7,0,179,411.0,1,0
35.0,6,2,980,428.0,2,0
33.0,0,2,79,249.0,2,1
60.0,0,1,3043,235.0,3,0
25.0,4,2,808,267.0,2,1
69.0,5,1,745,595.0,1,0
41.0,8,1,1309,28.0,4,0
48.0,4,1,290,257.0,2,0
35.0,1,0,1792,630.0,6,1
30.0,1,1,178,747.0,5,0
59.0,4,2,0,87.0,4,0
32.0,4,2,537,187.0,3,0
28.0,1,1,416,452.0,2,0
60.0,1,0,1472,36.0,4,0
36.0,4,0,3953,277.0,1,0
32.0,4,2,112,118.0,1,0
34.0,4,2,13204,197.0,2,0
58.0,1,1,0,101.0,5,0
53.0,4,3,2240,282.0,2,1
31.0,4,2,22546,8.0,6,0
33.0,0,1,0,1448.0,7,1
46.0,10,0,23,344.0,1,0
29.0,1,1,228,12.0,8,0
37.0,6,1,215,61.0,1,0
58.0,1,0,23,91.0,6,0
34.0,4,1,293,162.0,3,0
34.0,1,1,0,339.0,1,0
49.0,2,0,199,113.0,2,0
53.0,0,1,459,558.0,1,1
42.0,10,1,8131,69.0,1,0
40.0,7,1,-378,541.0,1,0
30.0,1,0,395,429.0,1,0
31.0,9,1,10787,135.0,2,0
55.0,0,1,865,96.0,1,0
36.0,4,2,340,68.0,2,0
31.0,1,1,1882,529.0,2,0
26.0,4,2,265,650.0,2,0
31.0,0,1,389,69.0,1,0
49.0,0,1,0,71.0,7,0
54.0,4,2,384,30.0,7,0
47.0,4,2,94,9.0,19,0
61.0,4,1,1471,331.0,2,0
49.0,1,0,937,66.0,1,0
51.0,9,1,500,26.0,6,0
53.0,1,0,25,266.0,3,0
35.0,4,2,365,168.0,2,0
25.0,10,1,34,316.0,1,0
79.0,5,0,429,1006.0,2,1
53.0,9,0,6839,77.0,1,0
21.0,8,1,6,622.0,1,0
33.0,1,1,467,494.0,2,0
40.0,6,1,1876,269.0,1,0
34.0,2,1,1847,543.0,3,0
52.0,11,0,247,268.0,6,0
27.0,0,1,897,397.0,1,1
57.0,7,1,4664,22.0,4,0
51.0,6,1,1291,51.0,2,0
31.0,8,2,64,208.0,1,0
49.0,10,2,-471,77.0,3,0
32.0,4,2,1160,450.0,2,0
28.0,0,2,14,201.0,1,0
33.0,1,1,26,342.0,3,0
50.0,1,3,452,181.0,2,0
42.0,1,1,382,294.0,1,0
45.0,0,3,2033,123.0,1,0
34.0,10,1,0,172.0,1,0
56.0,0,3,789,1022.0,1,0
33.0,1,1,142,123.0,1,0
34.0,0,1,645,420.0,1,0
37.0,1,3,897,119.0,2,0
37.0,1,1,103,153.0,1,0
35.0,0,1,847,85.0,2,0
38.0,11,2,0,260.0,3,1
32.0,1,1,517,528.0,1,0
52.0,9,2,1308,361.0,1,0
49.0,7,1,66,59.0,4,0
46.0,4,1,361,86.0,7,0
42.0,2,0,66,139.0,1,0
36.0,1,3,70,219.0,4,0
32.0,7,1,180,45.0,2,0
49.0,9,2,279,168.0,4,0
46.0,7,1,4,268.0,1,1
40.0,2,1,1416,210.0,2,0
36.0,0,1,465,160.0,1,0
36.0,0,1,998,1044.0,2,0
34.0,9,1,550,601.0,1,0
46.0,4,2,1285,89.0,1,0
32.0,7,2,4908,491.0,2,0
32.0,10,2,336,139.0,1,0
32.0,4,2,131,267.0,3,0
43.0,4,2,348,88.0,3,0
25.0,6,2,453,134.0,1,0
55.0,0,1,1102,126.0,2,0
24.0,0,1,926,191.0,1,0
40.0,4,2,502,267.0,4,0
38.0,4,2,8669,5.0,3,0
48.0,1,0,316,560.0,2,0
36.0,4,2,9324,138.0,8,0
57.0,4,2,0,188.0,4,0
45.0,0,1,72,262.0,2,0
33.0,6,2,61,836.0,3,1
38.0,9,1,173,150.0,4,0
26.0,7,1,-162,44.0,2,0
30.0,4,2,47,11.0,17,0
55.0,7,2,1983,123.0,1,0
34.0,1,1,326,150.0,2,0
60.0,0,1,2552,255.0,2,0
36.0,4,2,1283,92.0,5,0
65.0,3,0,2179,112.0,7,0
39.0,6,2,1047,554.0,1,1
52.0,1,0,36,109.0,2,0
55.0,9,1,-308,781.0,1,1
26.0,4,2,1177,116.0,1,0
40.0,6,0,2077,363.0,1,0
52.0,2,1,0,82.0,2,0
29.0,6,2,1,167.0,3,0
41.0,1,0,7735,220.0,1,0
30.0,9,2,1922,546.0,1,0
28.0,8,1,153,1124.0,2,1
26.0,1,1,2770,141.0,1,0
58.0,4,1,139,188.0,1,0
29.0,4,2,21,107.0,4,0
48.0,9,1,178,320.0,4,0
35.0,1,1,444,244.0,3,0
26.0,7,1,209,319.0,2,0
49.0,1,3,3096,147.0,2,0
34.0,0,1,5320,114.0,6,0
32.0,7,1,4885,400.0,2,0
31.0,0,1,0,79.0,3,0
48.0,10,0,5462,29.0,4,0
40.0,1,1,6767,97.0,2,0
42.0,9,1,2974,187.0,5,0
48.0,9,1,427,201.0,1,0
38.0,7,1,8876,280.0,1,0
53.0,4,2,146,150.0,1,0
59.0,5,1,319,129.0,1,0
28.0,10,1,304,516.0,1,0
41.0,1,0,389,127.0,2,0
50.0,4,0,766,174.0,2,0
31.0,0,1,0,82.0,5,0
30.0,9,1,3107,1516.0,2,0
59.0,0,1,174,204.0,1,0
33.0,9,1,-305,109.0,1,0
35.0,6,1,670,378.0,1,0
30.0,4,2,6164,152.0,11,0
71.0,5,1,2850,185.0,1,1
30.0,7,0,79,317.0,1,0
24.0,7,1,110,27.0,1,0
34.0,9,1,5039,205.0,6,0
34.0,1,1,360,46.0,1,0
52.0,0,1,199,978.0,2,0
33.0,6,1,238,45.0,5,0
38.0,1,1,5092,145.0,6,0
41.0,0,1,1088,138.0,1,0
42.0,4,2,221,720.0,2,0
38.0,1,1,889,362.0,1,0
48.0,1,0,750,90.0,6,0
34.0,9,1,0,214.0,1,0
46.0,1,0,1291,142.0,3,0
33.0,9,1,1844,241.0,3,0
40.0,4,2,89,148.0,6,0
36.0,0,1,4280,227.0,6,0
32.0,9,1,0,126.0,2,0
33.0,1,1,625,410.0,1,0
55.0,9,3,574,243.0,2,0
58.0,4,0,320,171.0,2,0
25.0,9,2,468,147.0,1,0
47.0,7,1,440,91.0,1,0
40.0,10,1,0,332.0,1,0
59.0,5,1,5706,471.0,2,0
40.0,4,2,7780,364.0,1,0
30.0,4,1,-559,98.0,1,0
25.0,2,2,16874,117.0,2,0
58.0,5,0,1987,185.0,4,0
39.0,2,3,98,59.0,3,0
40.0,6,2,642,147.0,3,0
38.0,1,1,526,553.0,2,0
66.0,4,2,6483,275.0,1,0
47.0,4,2,2306,239.0,4,1
37.0,1,1,954,402.0,9,0
36.0,4,2,-679,172.0,1,0
50.0,1,0,-1,195.0,2,0
76.0,5,0,2590,68.0,12,0
58.0,4,2,331,82.0,3,0
42.0,0,1,4209,57.0,6,0
58.0,7,1,462,495.0,1,1
28.0,6,2,0,479.0,1,0
41.0,9,1,0,141.0,2,0
30.0,4,2,151,82.0,4,0
32.0,4,2,883,798.0,1,1
27.0,7,1,266,232.0,1,0
48.0,4,2,0,60.0,5,0
36.0,9,2,491,103.0,3,0
54.0,4,2,3,443.0,1,0
36.0,1,1,198,400.0,2,0
52.0,3,1,14363,132.0,1,0
34.0,9,1,0,374.0,16,0
43.0,9,1,136,363.0,7,1
32.0,4,2,28,111.0,2,0
33.0,4,2,335,130.0,4,0
51.0,3,3,174,308.0,3,0
39.0,10,1,270,116.0,1,0
44.0,4,2,1206,160.0,2,0
49.0,3,0,198,205.0,3,0
25.0,9,2,914,185.0,2,0
39.0,6,1,31,61.0,2,0
54.0,9,1,0,159.0,2,0
32.0,4,2,347,213.0,1,0
36.0,4,2,860,294.0,15,0
54.0,9,1,89,140.0,3,0
31.0,9,1,0,71.0,1,0
45.0,7,1,0,47.0,7,0
31.0,0,1,68,570.0,2,0
45.0,9,1,-149,287.0,2,0
33.0,7,1,2411,130.0,1,1
46.0,4,4,225,201.0,1,0
43.0,11,2,2731,11.0,7,0
50.0,4,2,112,70.0,5,0
44.0,4,2,0,54.0,2,0
42.0,7,1,3620,22.0,16,0
26.0,1,1,179,103.0,3,0
47.0,0,1,1544,104.0,1,0
48.0,1,0,199,29.0,2,0
60.0,1,3,231,57.0,2,0
27.0,0,1,76,236.0,1,0
30.0,10,2,302,528.0,3,1
28.0,0,1,189,68.0,2,0
58.0,5,0,565,876.0,1,1
37.0,2,2,310,76.0,1,0
36.0,7,1,1746,99.0,1,0
39.0,9,1,6,122.0,3,0
52.0,10,0,-110,141.0,1,0
55.0,5,1,2749,58.0,2,0
30.0,4,2,6495,78.0,3,0
36.0,1,1,35,435.0,3,0
39.0,0,1,-650,123.0,2,0
47.0,1,0,292,210.0,3,0
42.0,3,0,5774,54.0,2,0
42.0,4,1,2416,138.0,4,0
58.0,5,1,35,336.0,7,0
68.0,5,1,19317,249.0,1,1
43.0,9,1,50,63.0,1,0
44.0,1,1,-674,257.0,1,0
49.0,9,2,3726,875.0,2,1
57.0,5,2,1180,191.0,2,0
61.0,6,2,6610,481.0,2,1
36.0,0,1,319,120.0,2,0
31.0,1,1,1545,207.0,1,0
51.0,9,2,1315,303.0,2,0
31.0,9,2,424,93.0,2,0
56.0,1,0,151,128.0,1,0
30.0,9,2,-970,194.0,2,0
38.0,7,1,-762,408.0,2,0
35.0,7,1,181,5.0,3,0
31.0,1,3,-120,231.0,2,0
39.0,0,1,1022,20.0,3,0
50.0,4,2,78,218.0,3,0
39.0,9,2,209,36.0,2,0
26.0,0,1,2469,136.0,8,0
55.0,9,1,0,336.0,1,0
43.0,1,0,328,192.0,1,0
34.0,3,2,0,141.0,1,0
51.0,6,0,307,65.0,2,0
31.0,4,2,1384,203.0,2,0
32.0,4,2,0,104.0,9,0
53.0,9,1,719,230.0,1,0
44.0,4,2,0,71.0,1,0
38.0,2,2,6704,205.0,2,0
47.0,6,2,4543,162.0,1,0
36.0,4,2,0,145.0,2,0
30.0,4,2,149,220.0,2,0
46.0,1,1,-1400,309.0,3,0
33.0,2,1,-118,421.0,3,0
43.0,1,1,2160,261.0,1,1
38.0,4,2,3452,132.0,2,0
27.0,9,1,842,273.0,1,0
38.0,4,3,3576,349.0,2,1
41.0,10,2,1666,291.0,3,0
29.0,9,1,0,83.0,6,0
39.0,7,1,0,793.0,2,0
42.0,1,0,1628,119.0,1,0
47.0,7,1,51,312.0,1,0
30.0,1,1,447,103.0,6,0
34.0,0,1,396,101.0,3,0
45.0,3,0,4994,48.0,1,0
43.0,0,1,3215,228.0,3,0
59.0,1,0,2814,81.0,3,0
50.0,9,1,0,152.0,2,0
39.0,1,1,293,160.0,3,0
36.0,9,1,474,59.0,1,0
44.0,1,1,16178,297.0,1,0
36.0,9,2,0,147.0,2,0
27.0,4,2,88,143.0,1,0
29.0,7,1,308,75.0,1,0
70.0,5,1,1164,338.0,3,0
44.0,4,2,13893,29.0,2,0
55.0,4,2,0,159.0,2,0
36.0,9,1,-435,85.0,8,0
28.0,9,1,389,15.0,7,0
50.0,4,2,356,198.0,2,0
49.0,9,1,2718,114.0,2,0
71.0,5,2,261,1117.0,2,0
31.0,0,1,757,343.0,2,0
45.0,4,2,16,59.0,2,0
42.0,1,1,-422,31.0,1,0
45.0,0,1,248,212.0,2,0
47.0,9,0,145,157.0,6,0
60.0,5,1,598,96.0,1,0
35.0,4,2,949,245.0,2,0
31.0,9,2,614,72.0,4,0
33.0,1,0,1209,700.0,1,0
50.0,6,2,202,107.0,1,0
51.0,1,1,1840,312.0,3,0
34.0,9,1,114,153.0,1,0
56.0,7,1,-229,55.0,10,0
29.0,7,1,182,38.0,3,0
31.0,1,1,401,96.0,3,0
44.0,9,3,759,397.0,1,0
55.0,5,1,4194,208.0,3,0
35.0,8,3,0,122.0,3,0
36.0,9,2,629,109.0,1,0
54.0,5,1,153,74.0,1,0
32.0,4,2,553,72.0,1,0
36.0,4,2,1057,383.0,2,0
60.0,5,1,78,113.0,3,0
32.0,9,1,-28,400.0,1,0
57.0,4,2,929,387.0,8,0
34.0,1,0,428,59.0,2,0
27.0,8,1,268,528.0,1,0
52.0,4,2,83,1223.0,6,1
45.0,0,3,998,38.0,2,0
58.0,0,1,2223,1139.0,2,0
39.0,1,0,6,286.0,2,0
48.0,1,1,312,369.0,2,0
36.0,4,1,0,333.0,5,0
31.0,9,1,691,198.0,1,0
41.0,4,2,771,106.0,8,0
30.0,6,1,192,423.0,1,0
57.0,5,2,0,116.0,4,0
29.0,0,1,1070,30.0,1,1
29.0,7,1,84,1101.0,2,1
30.0,4,2,2,102.0,1,0
44.0,4,2,1242,384.0,6,0
33.0,8,3,5969,156.0,2,0
56.0,0,1,3337,99.0,3,0
26.0,7,1,1347,280.0,6,1
52.0,9,1,64,20.0,2,0
32.0,4,1,249,258.0,1,0
36.0,9,1,0,85.0,6,0
26.0,1,1,128,355.0,1,0
37.0,1,1,196,66.0,3,0
34.0,9,1,351,467.0,1,0
26.0,7,1,5533,582.0,2,0
32.0,7,1,38,744.0,1,1
30.0,4,2,35,185.0,4,0
27.0,9,1,235,13.0,5,0
42.0,0,1,30,98.0,1,0
33.0,1,0,92,127.0,1,0
37.0,1,1,67,45.0,2,0
45.0,1,1,4022,244.0,3,0
36.0,2,2,3057,2769.0,4,1
39.0,4,2,0,561.0,4,0
33.0,4,2,349,182.0,1,0
47.0,7,1,2322,618.0,1,0
49.0,2,1,167,198.0,3,0
46.0,4,1,558,126.0,6,0
31.0,7,1,-230,715.0,1,0
43.0,10,1,4094,63.0,1,0
30.0,1,1,239,412.0,1,1
43.0,4,2,497,66.0,1,0
42.0,1,1,179,96.0,1,0
30.0,0,2,305,633.0,1,1
33.0,4,2,-67,364.0,1,0
41.0,0,1,4539,298.0,3,0
29.0,1,1,770,341.0,1,0
38.0,10,1,-673,364.0,1,0
29.0,9,2,858,234.0,7,0
80.0,3,0,0,639.0,1,1
38.0,4,2,5244,310.0,4,0
36.0,1,0,117,123.0,4,0
38.0,6,2,846,253.0,1,0
44.0,4,1,0,96.0,2,0
31.0,4,2,1331,297.0,1,1
31.0,7,1,31,501.0,2,0
57.0,0,0,179,67.0,1,0
37.0,1,0,543,281.0,1,0
50.0,1,1,253,475.0,2,0
60.0,5,0,71188,205.0,1,0
51.0,4,2,5108,272.0,1,0
48.0,1,1,1738,349.0,1,0
42.0,1,0,-97,216.0,4,0
36.0,1,1,199,183.0,1,0
43.0,4,2,489,130.0,1,0
31.0,0,0,355,61.0,6,0
49.0,9,1,-97,92.0,2,0
35.0,4,2,473,37.0,2,0
44.0,2,1,6649,354.0,2,0
34.0,6,2,263,203.0,1,0
46.0,1,1,781,152.0,1,0
49.0,1,0,1032,41.0,5,0
32.0,1,1,119,20.0,5,0
35.0,4,2,434,277.0,1,0
51.0,0,1,2967,83.0,2,0
57.0,5,1,-331,531.0,1,0
59.0,4,2,1585,91.0,5,0
40.0,7,3,4384,315.0,1,0
49.0,4,2,588,70.0,9,0
51.0,4,1,3180,384.0,1,0
35.0,0,1,0,105.0,3,0
29.0,6,1,-76,305.0,2,0
32.0,7,1,152,158.0,2,1
37.0,3,1,1040,199.0,1,0
49.0,10,0,-384,25.0,1,0
45.0,9,3,473,147.0,1,0
34.0,9,1,475,538.0,8,0
53.0,9,1,0,77.0,9,0
42.0,2,0,149,94.0,2,0
43.0,9,1,3285,1721.0,2,1
52.0,5,1,424,143.0,1,0
34.0,1,1,79,104.0,1,0
34.0,9,2,674,587.0,2,1
27.0,7,1,0,1608.0,13,1
43.0,10,2,58,48.0,4,0
41.0,9,2,532,74.0,1,0
72.0,5,1,4130,427.0,1,0
35.0,1,0,422,73.0,1,0
41.0,4,2,437,14.0,21,0
36.0,1,0,-308,725.0,1,1
51.0,3,0,30,333.0,2,0
37.0,6,2,137,244.0,6,0
42.0,0,1,-247,519.0,1,1
26.0,0,1,321,242.0,7,0
23.0,7,1,250,222.0,1,0
50.0,4,2,-470,130.0,2,0
37.0,1,1,140,490.0,1,0
35.0,4,2,2793,258.0,2,0
37.0,4,2,410,337.0,2,0
79.0,5,3,2628,220.0,7,0
39.0,9,1,116,79.0,2,0
47.0,7,1,0,250.0,1,0
44.0,1,1,878,130.0,1,0
36.0,4,2,2944,882.0,8,1
33.0,1,1,3975,515.0,1,0
42.0,7,1,96,238.0,3,0
35.0,9,2,2288,32.0,2,0
31.0,1,1,472,907.0,2,0
58.0,7,0,65,162.0,1,0
46.0,4,2,0,70.0,2,0
41.0,0,1,400,99.0,6,0
58.0,9,1,7495,325.0,1,0
33.0,1,4,137,305.0,12,0
31.0,10,1,24,631.0,1,0
55.0,9,1,3450,169.0,1,1
38.0,9,1,311,61.0,2,0
55.0,3,1,139,256.0,2,0
47.0,4,2,0,58.0,3,0
51.0,3,0,492,142.0,3,0
46.0,4,2,334,36.0,6,0
61.0,4,2,997,106.0,1,1
47.0,4,2,440,71.0,4,0
34.0,9,1,47,132.0,6,0
34.0,1,1,1298,120.0,1,0
41.0,4,2,3355,181.0,2,0
36.0,1,1,-11,152.0,2,0
26.0,1,1,396,302.0,1,0
35.0,4,2,8,93.0,3,1
36.0,1,1,1409,235.0,2,0
26.0,4,2,170,129.0,1,1
58.0,4,0,2769,94.0,2,0
50.0,1,1,2320,310.0,1,0
61.0,5,1,76,195.0,7,0
,9,1,2034,196.0,1,0
49.0,1,0,3018,93.0,1,0
74.0,5,1,921,394.0,2,1
53.0,1,1,483,288.0,3,0
46.0,6,1,390,208.0,2,0
